,1,10,100,1000,10000
0,0.00042527100000000484,0.002544965999999982,0.019839141999999976,0.16162477600000003,1.58617378
1,0.00015313500000013747,0.0015995380000002335,0.015722500999999944,0.15880468500000022,1.7188109109999998
2,0.00014719400000018368,0.001827640999999769,0.016139147000000076,0.16665536000000003,1.6275483879999992
3,0.00014777999999981972,0.0016915340000007717,0.01585418800000049,0.16319910500000034,1.8720232770000003
4,0.0001458469999997547,0.001537113999999562,0.01563496499999939,0.1581048840000001,1.7338529459999998
5,0.0001488250000001301,0.0015409080000008402,0.01614130499999966,0.16092731500000035,1.744876047
6,0.00015498900000032734,0.0016608080000004577,0.016416501999998445,0.16438501600000066,1.616012422999999
7,0.00016298499999933824,0.0017318389999996242,0.017759447000001316,0.17634484899999947,1.7393084919999993
8,0.00015012799999958304,0.001596972999999835,0.016271394999998634,0.15787866600000022,1.7326180750000013
9,0.00014560800000040786,0.0018251350000006994,0.016377960999999885,0.16112957500000036,1.765278519999999
