1,10,100,1000,10000,100000,1000000,10000000
4.499999999990623e-06,2.000000000002e-06,6.3000000000007494e-06,8.240000000001024e-05,0.0010484999999999939,0.009766399999999995,0.11074180000000002,1.0392932000000001
7.000000000090267e-06,1.7999999999407379e-06,6.3000000001256495e-06,8.239999999992698e-05,0.0010327000000001085,0.011791399999999896,0.10552729999999988,1.0997876999999998
8.000000000230045e-06,1.8999999999991246e-06,5.999999999950489e-06,8.159999999968193e-05,0.0009576000000000029,0.010996000000000006,0.12004449999999967,1.2486449
6.200000000067263e-06,1.7000000003264404e-06,5.799999999833716e-06,7.70999999999411e-05,0.0009022000000000752,0.009391200000000044,0.11087729999999985,1.1417715999999998
7.300000000043383e-06,1.7000000003264404e-06,5.800000000277805e-06,7.7600000000011e-05,0.0009795999999999694,0.009242600000000323,0.12421900000000008,1.0169427999999998
6.5000000004644676e-06,1.699999999438262e-06,5.699999999997374e-06,7.700000000010476e-05,0.0009089000000006564,0.010023100000000618,0.10004640000000009,0.9853002999999996
6.799999999529405e-06,1.8000000006068717e-06,5.9000000005582365e-06,8.180000000024279e-05,0.0009212999999999028,0.009555600000000553,0.09462590000000048,0.9650259999999999
8.700000000416708e-06,1.7999999997186933e-06,6.100000000230921e-06,7.80999999996368e-05,0.002852500000001257,0.01822109999999988,0.14601670000000055,1.9118179999999985
7.499999998827889e-06,2.000000000279556e-06,5.899999999670058e-06,0.00013359999999984495,0.0008806999999997345,0.05744439999999962,0.19292899999999946,1.9806955000000013
7.5999999999964984e-06,1.8999999991109462e-06,5.899999999670058e-06,7.740000000033831e-05,0.000897399999999493,0.010006799999999316,0.18851880000000065,1.9975342000000005
